city,hotel,address,rating,reviews,url,description,latitude,longitude
Nîmes,Kyriad Nîmes Ouest A9,"Ville Active - 157 rue Tony Garnier, 30900 Nîmes, France",7.7,2107,https://www.booking.com/hotel/fr/kyriad-na-r-mes-ouest.fr.html,"Idéalement situé à 10 minutes en voiture du centre de Nîmes et à 2 km de la sortie 25 de l’autoroute A9, l’établissement 3 étoiles Kyriad Nîmes Ouest...",43.8147073,4.3448326
Nîmes,Hôtel De L'Amphithéâtre,"4 Rue Des Arènes, 30000 Nîmes, France",8.3,871,https://www.booking.com/hotel/fr/de-l-amphitheatre-nimes.fr.html,"Situé dans la zone piétonne du centre historique de Nîmes, l'Hôtel De L'Amphithéâtre est composé de 2 hôtels particuliers datant des XVIIe et XVIIIe...",43.8358153,4.3591402
Nîmes,Logis NIMOTEL Hôtel Cosy,"152 Rue Claude Nicolas Ledoux, 30900 Nîmes, France",7.8,4502,https://www.booking.com/hotel/fr/nimotel.fr.html,Le Logis NIMOTEL Hôtel Cosy vous accueille à 1 km de l’autoroute A9 et à 10 minutes en voiture du centre-ville de Nîmes.,43.8155763,4.3466035
Nîmes,Hotel Majestic,"9 Rue de la Servie, 30000 Nîmes, France",8.5,1778,https://www.booking.com/hotel/fr/majestic-nimes.fr.html,"Rénové en 2019, l'Hotel Majestic est situé à Nîmes, à seulement 320 mètres des arènes et du centre-ville de Nîmes.",43.8343633,4.3653367
Nîmes,"B&B HOTEL Nîmes Ville Active, parking sécurisé gratuit","152 Rue Claude Nicolas Ledoux, 30900 Nîmes, France",7.5,1706,https://www.booking.com/hotel/fr/b-amp-b-nimes-villes-active.fr.html,"L’B&B HOTEL Nîmes Ville Active, parking sécurisé gratuit vous accueille à Nîmes, à proximité de la sortie 25 de l’autoroute A9 et à 2 km du centre...",43.8157834,4.3463127
Nîmes,SQUARE HOTEL,"7 Square de la Couronne, 30000 Nîmes, France",8.7,3077,https://www.booking.com/hotel/fr/square-nimes.fr.html,"L’établissement SQUARE HOTEL vous accueille à Nîmes, à 3,6 km de ce lieu d’intérêt : Parc des expositions de Nîmes.",43.8370320,4.3630370
Nîmes,HÔTEL C SUITES chambres spacieuses,"152 rue claude nicolas ledoux, 30900 Nîmes, France",7.8,2948,https://www.booking.com/hotel/fr/c-suites.fr.html,"Le complexe hôtelier urbain C Suites se situe à Nîmes, à seulement 3 km des arènes. Il possède une piscine extérieure.",43.8153770,4.3459050
Nîmes,Campanile PRIME - Nîmes Centre,"45 Rue San-Lucar, Zac Du Mas-Carbonnel, 30900 Nîmes, France",8.0,680,https://www.booking.com/hotel/fr/campanile-nimes-centre-mas-carbonnel.fr.html,"Situé à Nîmes, l’établissement 3 étoiles Campanile PRIME - Nîmes Centre propose une connexion Wi-Fi gratuite, une réception ouverte 24h/24 et la presse...",43.8227311,4.3641257
Nîmes,B&B HOTEL Nîmes Centre Arènes,"83, rue de la République, 30900 Nîmes, France",8.4,2600,https://www.booking.com/hotel/fr/b-amp-b-nimes-centre-ville.fr.html,"Situé à Nîmes, à 950 mètres des arènes, le B&B HOTEL Nîmes Centre Arènes propose une connexion Wi-Fi gratuite.",43.8281614,4.3547902
Nîmes,Best Western Marquis de la Baume,"21, rue Nationale, 30000 Nîmes, France",8.2,1997,https://www.booking.com/hotel/fr/ha-tel-la-baume.fr.html,"Situé dans le centre de la ville historique de Nîmes, le Best Western Marquis de la Baume occupe une maison de ville du XVIIe siècle, à seulement 3,7 km du...",43.8395948,4.3610841
Nîmes,Comfort Aparthotel Nimes Centre,"5 allée Boissy d'Anglas - Triangle de la Gare, 30000 Nîmes, France",8.0,1901,https://www.booking.com/hotel/fr/adagio-access-nimes.fr.html,"Le Comfort Aparthotel Nîmes Centre est une résidence respectueuse de l’environnement située à Nîmes. Le parc des expositions vous attend à 1,6 km.",43.8324933,4.3678567
Nîmes,Margaret - Hôtel Chouleur,"6 Rue Fresque, 30000 Nîmes, France",9.1,490,https://www.booking.com/hotel/fr/margaret-chouleur.fr.html,L’établissement Margaret - Hôtel Chouleur bénéficie d’un emplacement idéal à Nîmes.,43.8371170,4.3578980
Nîmes,Appart'City Collection Nîmes Arènes,"1 Boulevard De Bruxelles, 30000 Nîmes, France",8.9,3145,https://www.booking.com/hotel/fr/appart-39-city-nimes.fr.html,"L'Appart'City Collection Nîmes Arènes vous accueille dans le centre historique de Nîmes, à 1 minute à pied des arènes et à 300 mètres de la gare.",43.8338735,4.3614340
Nîmes,Appart'hôtel Odalys City - Nîmes Arènes - Palais des Congrès,"4 Rue Alexandre Ducros, 30000 Nîmes, France",8.5,2662,https://www.booking.com/hotel/fr/odalys-city-nimes-arenes.fr.html,"L’établissement Appart'hôtel Odalys City - Nîmes Arènes - Palais des Congrès se trouve à Nîmes, à respectivement 2,6 km et 33 km de ces lieux d’intérêt :...",43.8340619,4.3589907
Nîmes,Hôtel & Spa Vatel,"140, rue Vatel, 30900 Nîmes, France",8.4,1096,https://www.booking.com/hotel/fr/vatel.fr.html,L’Hôtel & Spa Vatel vous accueille à 10 minutes de route du centre-ville de Nîmes et à 15 km de l’aéroport de Nîmes Alès Camargue Cévennes.,43.8205767,4.3191270
Avignon,Kyriad Avignon - Palais des Papes,"26, Place de l'horloge, 84000 Avignon, France",8.4,2594,https://www.booking.com/hotel/fr/kyriad-avignon-palais-des-papes-xml.fr.html,"Located on Place de l'Horloge, the Kyriad Palais des Papes hotel is the ideal starting point for exploring the city.",43.9496378,4.8063590
Avignon,Mercure Avignon Gare TGV,"2 Rue Mère Térésa, 84000 Avignon, France",8.5,2015,https://www.booking.com/hotel/fr/expresshiavignon.fr.html,"Le Mercure Avignon Gare TGV vous accueille à Avignon, à 600 mètres de la gare TGV ainsi qu’à moins de 10 minutes en voiture du centre-ville, de la gare...",43.9292900,4.7841180
Marseille,New Hotel of Marseille - Vieux Port,"71 Boulevard Charles Livon, 13007 Marseille, France",8.7,2893,https://www.booking.com/hotel/fr/new-of-marseille-le-pharo.fr.html,"Le New Hotel of Marseille - Vieux Port vous propose des hébergements dans un hôtel design situé en face du palais du Pharo, à seulement 10 minutes à pied...",43.2920485,5.3597778
Marseille,nhow Marseille,"200 Corniche J.F. Kennedy, 13007 Marseille, France",8.3,3090,https://www.booking.com/hotel/fr/nhow-marseille.fr.html,"Situé dans la baie du Prado, le nhow Marseille se trouve à 4 km du centre-ville de Marseille.",43.2687356,5.3690743
Marseille,InterContinental Marseille - Hotel Dieu by IHG,"1 Place Daviel, 13002 Marseille, France",8.7,1902,https://www.booking.com/hotel/fr/marseille-dieu.fr.html,"L'InterContinental Marseille - Hotel Dieu, an IHG Hotel vous accueille dans un magnifique bâtiment datant du XVIIIe siècle, dans le quartier historique de...",43.2985817,5.3697462
